지점,날짜,평균기온(°C),최저기온(°C),최고기온(°C),평균 상대습도(%),평균 현지기압(hPa)
경북,20180328,16.4,6.6,25.7,51.6,1010.6
경북,20180329,16.5,10.9,23.6,60.8,1014
경북,20180330,13.9,8.1,20.7,52.5,1018.9
경북,20180331,14.9,6.3,23.3,60.3,1014.4
경북,20180401,16.7,9.5,23.8,62.4,1011
경북,20180402,18.7,12.6,26.1,73.3,1009.9
경북,20180403,19.4,11.4,26.6,71,1010.7
경북,20180404,12.1,8,18.1,96.6,1013.2
경북,20180405,8,7,9.2,97.8,1012.4
경북,20180406,9.1,5.3,15.4,71,1004.9
경북,20180407,6.3,3.9,10.1,38.6,1008
경북,20180408,9.5,0.2,15.2,41.6,1009.5
경북,20180409,12.5,6.8,19.3,51.5,1011.3
경북,20180410,15.2,4.8,22.4,62.6,1007.3
경북,20180411,17.2,11.6,22.8,53.4,1004.1
경북,20180412,14.6,5.9,22.9,33.1,1011.8
경북,20180413,13.5,6.6,19.5,39.9,1017.8
경북,20180414,10.1,8.2,12.9,89.9,1003.2
경북,20180415,12.4,8.7,17.3,60.6,1006.1
경북,20180416,12.9,6,18.9,57,1013.7
경북,20180417,14,7.6,21.5,62.3,1013.7
경북,20180418,16,8.6,24.1,48.1,1010.8
경북,20180419,17.6,7.1,27,32.9,1011
경북,20180420,19.6,10.1,30.3,45.3,1013.5
경북,20180421,20.8,11.8,30.5,48.6,1011.7
경북,20180422,15.6,11.8,20.7,80.8,1013.5
경북,20180423,11,10.2,12.8,98.6,1011.7
경북,20180424,11.7,9.4,14.6,95.4,1005.6
경북,20180425,12.8,5.1,21.5,64.1,1007.6
경북,20180426,16.3,6,24.5,53.9,1007.7
경북,20180427,17,10.3,24,52,1008.2
경북,20180428,17.7,9.1,27.1,49.9,1010.1
경북,20180429,17.7,7.2,27.9,47.1,1007.2
경북,20180430,20,11.5,28.4,68.3,1008.3
경북,20180501,20.4,14.9,25.1,80.3,1008.3
경북,20180502,16.2,12.6,20.3,91.9,999.6
경북,20180503,13.8,10.2,18.8,53.1,1002.3
경북,20180504,15.5,7.8,22.4,38.3,1006.8
경북,20180505,18,6.7,27.6,45.3,1009.5
경북,20180506,16.4,14.7,18.8,98.9,1002.2
경북,20180507,16.2,13.3,19.3,96.5,1001.9
경북,20180508,14.7,10.5,18,75.6,1009.8
경북,20180509,14.4,10.3,20.1,68.8,1016
경북,20180510,16.9,10.7,24.6,64.9,1016.4
경북,20180511,18.6,10,26.1,55.8,1011.9
경북,20180512,17,14.5,19.6,84.4,1005.5
경북,20180513,19.4,16,24.7,81.6,1001.8
경북,20180514,21,13.2,29.1,72.3,1005.4
경북,20180515,23.1,15.2,30.9,72.3,1004.9
경북,20180516,24,20.4,26.8,91.8,1001.4
경북,20180517,25.7,21.3,30.1,84.8,999
경북,20180518,20.5,13.2,25.5,97.1,999.5
경북,20180519,15.5,10.4,21.3,72.6,1011.7
경북,20180520,14.8,7.6,23.4,69.5,1014.6
경북,20180521,15.8,11,20,81.6,1013.6
경북,20180522,18.4,11,25.2,79.3,1007.1
경북,20180523,20,15.6,25.9,62,1001.4
경북,20180524,19.8,10.5,28.8,58.4,1004.1
경북,20180525,21,13,28.1,53.1,1002.3
경북,20180526,21.7,12.7,29.9,59.6,1003.1
경북,20180527,22,16.3,27.8,69.8,1004.3
경북,20180528,22.5,16.4,28.2,71.3,1004.5
경북,20180529,23,17.4,29.8,78.8,1005.1
경북,20180530,23,19.3,27.9,78.4,1003.8
경북,20180531,21.7,17,27.7,61.5,1005.1
경북,20180601,23.8,14.9,31.8,63.4,1008.5
경북,20180602,25,17,32.5,51,1008.7
경북,20180603,23.6,16.6,31.6,51.3,1007.1
경북,20180604,24.2,17.2,30.3,59.1,1006.6
경북,20180605,21.7,18.6,26.2,81.8,1006.5
경북,20180606,24,16.9,31.1,68.9,1005.6
경북,20180607,25.7,18.9,32.3,68.9,1004.7
경북,20180608,24.8,20.8,29.6,69.1,1002.1
경북,20180609,21.4,17.9,25.8,71.8,1003.1
경북,20180610,19.7,18.2,22.7,73.8,1000.4
경북,20180611,17.8,15.6,20.1,90.6,996.1
경북,20180612,20.1,15.9,24.7,78.9,997.7
경북,20180613,21.6,18.5,26.5,72.4,1002.2
경북,20180614,20.8,17.9,25.6,70.4,1003.8
경북,20180615,19.9,16.5,25.2,64,1006.7
경북,20180616,20.2,16.4,26.2,65.1,1007.8
경북,20180617,21.5,13.9,28.9,70.9,1005
경북,20180618,25.4,18.7,31.5,65.9,1000.9
경북,20180619,21.8,19.5,25.2,91.1,999.4
경북,20180620,24,18,29.1,69.3,997.7
경북,20180621,24.6,18.2,30.6,56.3,1000.8
경북,20180622,25.2,17.1,32.6,47.6,1002.6
경북,20180623,26.2,21.6,32.3,47.4,998.6
경북,20180624,27.3,20.5,34.5,54.4,1001.8
경북,20180625,27.4,20.1,33.6,57.8,1004.8
경북,20180626,25.4,22.4,27.9,82.3,1000
경북,20180627,25.7,21,31.2,91.1,996.5
경북,20180628,23.1,21.5,25.3,96.8,994.8
경북,20180629,24.9,21,30.1,89,997.8
경북,20180630,23.8,21.2,25.9,93.5,1005.3
광주,20160101,3.2,-1.5,8.1,73.1,1022.9
광주,20160102,6.5,1.3,12.7,78.6,1015.2
광주,20160103,7.3,3.7,13.7,78.9,1011.5
광주,20160104,6.4,2.3,11.4,66.5,1014.3
광주,20160105,2.4,-0.7,5.8,40.3,1017.4
광주,20160106,3.3,-1,7.5,54.1,1016.4
광주,20160107,2.7,1.2,5.2,63.4,1015.6
광주,20160108,1.2,-0.2,4.8,81,1014.8
광주,20160109,2.5,-0.3,7.7,65,1016.9
광주,20160110,3.7,-0.1,8.5,59.4,1017.4
광주,20160111,1.5,-0.9,5.3,48.8,1017
광주,20160112,-0.3,-4.2,4.1,53.6,1015.2
광주,20160113,1,-1.3,4.5,71,1012.6
광주,20160114,1.4,-0.6,5.8,74.4,1013.4
광주,20160115,2.6,-2.2,8.4,63.5,1012.5
광주,20160116,4.6,0.6,10,59.5,1013.2
광주,20160117,3.7,2.4,6.6,76.5,1007.1
광주,20160118,-0.8,-4.4,3.2,84.9,1006.7
광주,20160119,-4.5,-5.8,-2,79.5,1014.2
광주,20160120,-4.5,-6.8,-0.8,64.1,1020.9
광주,20160121,-3,-5.3,0.8,59.8,1019.3
광주,20160122,-2.8,-6.5,1.1,44.6,1021.7
광주,20160123,-5.8,-8.4,-3.2,60.8,1020.4
광주,20160124,-9.5,-11.7,-7.7,77.6,1017
광주,20160125,-5.5,-11.2,-1.5,77.6,1020.3
광주,20160126,-0.2,-3.8,4,74.8,1019.8
광주,20160127,2,-1.4,6.7,75.9,1021.2
광주,20160128,2.6,0.4,4.8,87.6,1017.6
광주,20160129,3.9,3,5.1,97.5,1013.3
광주,20160130,3.7,0.5,9.8,81.9,1016.7
광주,20160131,-0.2,-1.9,2.2,63.9,1020.6
광주,20160201,-2.2,-4,0.7,58.9,1020.7
광주,20160202,-2.1,-5.7,2.3,52.6,1019.5
광주,20160203,-0.1,-5.9,5.7,56.5,1019.4
광주,20160204,0.7,-3.8,6.5,58.9,1017.9
광주,20160205,1.2,-2.2,5.7,53.6,1015.5
광주,20160206,-0.4,-2.4,2.8,59.1,1015.2
광주,20160207,-0.4,-5.6,5.3,52,1014.3
광주,20160208,2.8,-3.5,9.2,59,1010.3
광주,20160209,4,-0.2,8.6,48.6,1014.5
광주,20160210,5,-2.7,14,48.5,1017
광주,20160211,10.9,4,17.1,53.3,1015.4
광주,20160212,13.7,11.3,15.6,95.8,1008.7
광주,20160213,14.2,6.5,19.8,94.5,999.7
광주,20160214,0.7,-2.2,6.5,81.1,1007.9
광주,20160215,-2.1,-4.2,0.8,74,1013.5
광주,20160216,1.3,-2.7,5.7,70,1012.2
광주,20160217,2.9,-0.9,7.2,56.1,1016.7
광주,20160218,4.7,-1.5,11.6,61.5,1015.6
광주,20160219,7,1.9,11.8,58.6,1017.5
광주,20160220,4.7,1.1,9.4,44.4,1014.2
광주,20160221,2.4,-0.3,7.3,42.4,1021.8
광주,20160222,3.5,0.3,6,44.1,1021.3
광주,20160223,4,-0.3,9.6,43.8,1021
광주,20160224,-0.6,-3.1,3.2,49.1,1025
광주,20160225,1.5,-3.3,7.7,47.5,1025.8
광주,20160226,3.5,-1.3,7.9,74.5,1020.4
광주,20160227,8.9,5.2,13.7,55.9,1015.5
광주,20160228,6.7,1.1,14.7,76,1012.7
광주,20160229,-1.1,-3.5,1.5,63,1018.2
광주,20160301,-0.2,-4.3,5.8,54.5,1020.2
광주,20160302,4.5,-3.2,13.2,62.5,1017.9
광주,20160303,10,1.5,18.3,68.8,1015.1
광주,20160304,11.8,10.1,14,98.8,1015.3
광주,20160305,15.1,11.6,18,93,1011.1
광주,20160306,12.2,8.5,18.5,69.5,1009.8
광주,20160307,11.9,6.9,18.6,65.1,1009.4
광주,20160308,6.5,1.6,11.4,63.8,1012.8
광주,20160309,3,1,8.1,51,1013.5
광주,20160310,1.3,-0.8,5.8,41.3,1017.4
광주,20160311,1.4,-2.1,6.1,46.6,1016.8
광주,20160312,4.1,-2.5,10.6,36.3,1016.4
광주,20160313,5.2,3,8.7,57.3,1014.2
광주,20160314,4.9,1.5,9.9,61.1,1013.7
광주,20160315,7.2,-0.5,15.5,47.6,1014.9
광주,20160316,9.6,4.3,17.4,50.3,1013.5
광주,20160317,12.4,3.8,19.4,54.8,1011.2
광주,20160318,12,9.7,14.4,96.6,1002.7
광주,20160319,11.6,6.4,18.5,66.1,1006.6
광주,20160320,9.2,3.5,17.7,67.8,1012.4
광주,20160321,10.1,4.3,18,62.9,1014.8
광주,20160322,9.6,3.8,18.4,59.1,1011
광주,20160323,8.4,4.9,15.1,51,1011
광주,20160324,7.3,2.2,14.4,45.9,1015.2
광주,20160325,6.7,1.9,14.1,58.6,1015.6
광주,20160326,5.2,1,11.1,63.5,1013.4
광주,20160327,7.1,1.1,15.3,49.9,1012.6
광주,20160328,9.8,1,18.8,50.3,1013.8
광주,20160329,12,6.8,16.4,65,1012.3
광주,20160330,15.4,9.3,22.9,48,1010.7
광주,20160331,15,9.1,22.3,43.9,1007.6
광주,20160401,15.7,7.8,25.5,44.8,1007
광주,20160402,16.6,9.3,24.1,53,1010.1
광주,20160403,14.1,12.2,17.7,85.1,1007.4
광주,20160404,13.4,10.7,17.8,80.5,1004.8
광주,20160405,12.9,7.1,21.2,41.9,1008.3
광주,20160406,12.5,8.6,20.7,55.3,1006.3
광주,20160407,13,9.4,17.3,86.3,1000.3
광주,20160408,15.4,9.3,23.5,64.1,1007.5
광주,20160409,17,10.1,25.2,52.6,1006.1
광주,20160410,16.9,10.5,25.1,60,1004.7
광주,20160411,14.5,10.4,22.4,68.5,1009.7
광주,20160412,15.1,8.6,22.2,57.9,1007
광주,20160413,16.9,15.2,20.4,94,998.1
광주,20160414,17.2,13.1,24,70.4,1004
광주,20160415,15.9,7.2,25.2,57.6,1010.3
광주,20160416,15.8,10.8,18.9,80.5,998.8
광주,20160417,12.6,10.2,17.1,65.5,1001.8
광주,20160418,13.3,9.7,17.5,67,1008.7
광주,20160419,14.3,8.5,21.2,54.9,1014.5
광주,20160420,16,9.8,22.4,59,1010.1
광주,20160421,15.1,12.9,16.8,98,997
광주,20160422,17.9,12.6,25.2,76.6,1002.2
광주,20160423,17.1,13.8,21.1,56.6,1004.5
광주,20160424,17.3,10.9,24.9,32.3,1006.4
광주,20160425,18.6,11.2,27.4,46.5,1008.6
광주,20160426,18.7,11.6,27.2,67.1,1005.9
광주,20160427,13.1,11.9,16.1,98,998
광주,20160428,14.5,11.5,20.5,81.4,999.7
광주,20160429,15.5,10.1,23,63.1,1004.8
광주,20160430,17,9.8,25.2,55.5,1005.5
광주,20160501,19.3,11.3,27.4,48.5,1006.6
광주,20160502,19.2,14.7,25.2,78.6,1004.1
광주,20160503,15.5,12.8,19.7,85.6,992.5
광주,20160504,16.6,10.9,22.6,65.1,1000.9
광주,20160505,18.5,10.4,26.9,64.1,1005.9
광주,20160506,19.9,14.9,25.2,82,999.6
광주,20160507,17.3,11.5,23.3,43,1006.5
광주,20160508,18.9,10.9,25.4,43.9,1007.2
광주,20160509,17.1,15.6,19.4,70.6,1002.6
광주,20160510,14.6,13.7,16.1,98.8,996.5
광주,20160511,17.1,13,24,77.1,1001.5
광주,20160512,19,12.6,26.2,72.3,1005.7
광주,20160513,18.3,14.5,23.3,71.6,1011.4
광주,20160514,20.1,14,26.4,60.8,1012.7
광주,20160515,19.3,12.9,25,81.6,1003.2
광주,20160516,15.6,10,21.9,60.6,1003.9
광주,20160517,19.2,10.5,27.9,57.5,1007.7
광주,20160518,22.6,13.6,31.1,55.8,1009.1
광주,20160519,22.1,16.5,29.3,56.5,1009
광주,20160520,22.9,14.8,30,51.9,1008.7
광주,20160521,23.7,17,30.5,41.6,1008.9
광주,20160522,23.5,16.9,30.3,44.9,1007.4
광주,20160523,23.2,16.9,29.5,52,1004.7
광주,20160524,18.8,16.1,21.4,88.3,999.9
광주,20160525,20.4,13.9,26.9,73.5,1002.2
광주,20160526,21.9,16.9,28.4,68.9,1002
광주,20160527,23.3,19.1,29.6,63.5,1002.9
광주,20160528,21.5,17.4,26.9,65.1,1000.3
광주,20160529,20.7,17.3,26.7,69.4,997
광주,20160530,22.3,15.3,29.9,61.9,999.3
광주,20160531,22.1,16.7,28.6,60.8,999.8
광주,20160601,22.5,18.4,28.8,66.6,998.6
광주,20160602,22,18.2,28.4,70.8,1002.5
광주,20160603,22.7,16.6,28.6,61.8,1002.7
광주,20160604,18.4,15.3,22.2,86.8,1000.4
광주,20160605,21,14.7,26.2,75.5,1002
광주,20160606,20.1,18.9,22.4,86.6,1004.2
광주,20160607,21.4,18.7,25.2,85.5,1002.4
광주,20160608,22.5,19.4,26.4,75.8,1001.5
광주,20160609,23.4,19.3,29.6,75.9,1002.6
광주,20160610,23.7,19,29.7,75.6,1003.8
광주,20160611,24.3,20,29.5,80.3,1002.4
광주,20160612,24.1,22.4,26.5,88,997.5
광주,20160613,24.1,20.6,30.4,78.5,994.1
광주,20160614,23.6,19.1,29.9,74,995.4
광주,20160615,22.3,20.6,25.3,84,993.8
광주,20160616,21.8,19,24.6,83.4,993.3
광주,20160617,23.6,17.7,30.4,69.6,1000.9
광주,20160618,23.9,19.3,30.3,74.5,1003.4
광주,20160619,25.8,21.6,31.5,75.9,1000.2
광주,20160620,22.9,21.4,24.4,97.1,998.1
광주,20160621,25.4,21.8,30.9,84.3,998.8
광주,20160622,22.8,21.6,24.9,93.4,996.8
광주,20160623,25.2,21.4,30.3,84.6,997.8
광주,20160624,22.2,20.4,25.6,92,992
광주,20160625,23.2,20,28,75.3,997.9
광주,20160626,24.1,19.2,29.7,70.9,1001.9
광주,20160627,22.3,19.3,25.7,78.6,1002
광주,20160628,22.9,19.5,26,77.4,1002.8
광주,20160629,23,20.6,25.8,85.4,1002.9
광주,20160630,24.8,22.3,29.6,87.5,1003.1
광주,20160701,24.7,23.3,27,93.8,998.3
광주,20160702,23,22.4,25,99,998.1
광주,20160703,21.9,20.3,23.1,99,1001.3
광주,20160704,25.7,22.1,28.2,98,1001.1
광주,20160705,26.9,24.9,30.9,93,1003.7
광주,20160706,26.5,24.5,29.4,97,1006.2
광주,20160707,26.6,22.8,31.8,90,1005.9
광주,20160708,26.6,21.9,31.5,86.3,1001.2
광주,20160709,27.8,24.3,33.8,81.3,998.1
광주,20160710,27.4,23.4,31.2,84.8,996.5
광주,20160711,26.5,24.4,30.1,90.5,996
광주,20160712,24.5,23,27.2,96.6,994.5
광주,20160713,26.6,23,31.2,86,993.2
광주,20160714,25.8,22.7,30.2,80.3,994.1
광주,20160715,26,22.6,30.9,75,995
광주,20160716,23.5,22,25,91.6,993.4
광주,20160717,24.4,21.7,28.8,86.5,1000
광주,20160718,25.2,20.1,30,78.9,1001.9
광주,20160719,26.9,22.1,31.7,75.9,1002.6
광주,20160720,27.3,22.8,32.7,72.6,1003.3
광주,20160721,27.4,23,33.1,72.8,1003
광주,20160722,27.3,23.6,32.2,78.3,1001.9
광주,20160723,27.9,23.1,32.8,76.5,1001.7
광주,20160724,29.3,25.4,34.2,80,1002.7
광주,20160725,29.6,26,33.9,77.6,1002.9
광주,20160726,29.8,26,34.3,78,1000.1
광주,20160727,28.8,26.3,32.8,82,998.1
광주,20160728,29.7,26.5,33.9,82.9,998.9
광주,20160729,30.5,27.6,35.3,79,1001.4
광주,20160730,30.4,27,34.5,78,1003.2
광주,20160731,30.2,26.4,36,72.8,1003.2
광주,20160801,30,25.6,35.7,71.9,1001.9
광주,20160802,28.1,25.5,31.1,84,1000.5
광주,20160803,26.6,24.1,31.9,88.5,1001
광주,20160804,28.6,23.8,33.9,79.5,1001.1
광주,20160805,29.7,25.1,35.1,77.3,1001.6
광주,20160806,29.7,26.1,34.5,78.6,1000.2
광주,20160807,27.5,24.4,33.1,89.6,999.5
광주,20160808,27.9,24.2,34.8,87.5,999.1
광주,20160809,27.5,24.8,32.4,92.6,1000.4
광주,20160810,29.5,25.2,34.5,82.6,1001.8
광주,20160811,30.6,25.2,36.7,72,1001.5
광주,20160812,30.6,25.9,37.2,72.6,999.6
광주,20160813,30.1,25.4,35.7,73.1,998.2
광주,20160814,29.5,25.6,34.9,82,996.8
광주,20160815,28.8,26.2,32.6,85.8,994.5
광주,20160816,28.7,25,34.9,76,993.7
광주,20160817,28.4,24.8,34.1,82.4,995.5
광주,20160818,28.9,24.1,34.7,79.3,997.4
광주,20160819,29.6,25.1,34.8,73.4,998.3
광주,20160820,29.9,26,35.9,76.3,997.8
광주,20160821,29.9,25.7,35.9,73,997.5
광주,20160822,29.8,25.7,35.7,76.3,998
광주,20160823,27.9,24.4,34.1,86,998.2
광주,20160824,29.1,24.5,34.9,72.6,998.2
광주,20160825,28.8,24.2,35,68.3,997.5
광주,20160826,23.9,19.5,28.5,94,998.7
광주,20160827,22.2,18.7,26.2,82.3,999.3
광주,20160828,20.4,16.7,25.5,84.6,995.1
광주,20160829,21.9,16.6,27.1,69.8,994.1
광주,20160830,22.7,19.2,26.1,70,987.9
광주,20160831,24.6,20.5,28.5,65,988.6
광주,20160901,26.5,22.6,32.2,68,994.7
광주,20160902,21.6,19.7,24.8,94,998
광주,20160903,25.8,20.7,31.7,79.4,999.8
광주,20160904,26.9,23.2,33,82.1,1001.6
광주,20160905,26.2,23.1,30.7,83,1001.8
광주,20160906,24.3,21,27.6,85.6,1001.1
광주,20160907,23.4,20.8,26.2,86.9,998.3
광주,20160908,23.9,18.8,30.6,77,999.3
광주,20160909,24.2,21.1,30.2,77,1002
광주,20160910,23,19,31.1,84.5,1004
광주,20160911,23,19,26.9,90.9,1006.4
광주,20160912,23.1,20.3,27.9,84.5,1007.9
광주,20160913,24.8,19.3,30.5,77.4,1009.3
광주,20160914,24.3,21.8,28.6,84,1009.5
광주,20160915,24.6,20.3,30,80.8,1007.9
광주,20160916,21.7,20.4,23.6,97.8,1006.5
광주,20160917,20.5,18.8,23.6,99,999.6
광주,20160918,20.2,18.1,22.7,98.8,1001
광주,20160919,21.3,18.2,26.2,77.5,1001.7
광주,20160920,21.2,16.3,26.6,56.9,1006.4
광주,20160921,20.4,15.6,25.1,63.4,1011.5
광주,20160922,21.5,17.8,27.5,67,1009.6
광주,20160923,21.7,17.2,27.8,71.8,1008.6
광주,20160924,22.6,17.4,27.8,75,1007.7
광주,20160925,23,18.7,27.9,79.5,1007.9
광주,20160926,23.7,21,28.6,87,1007.4
광주,20160927,25.7,21.5,31.5,87.6,1006.6
광주,20160928,21.9,20.6,24.2,97,1005.9
광주,20160929,21.2,19.5,23.9,93.8,1007.2
광주,20160930,18.5,16.9,19.8,98,1006.9
광주,20161001,20.4,18.2,23.3,98.1,1009
광주,20161002,23.5,20.3,27.3,92.6,1005.8
광주,20161003,24,20.9,27.3,96.3,1002.3
광주,20161004,23.5,18.6,31.1,83.1,1004.5
광주,20161005,21.1,18.4,25.1,91.1,1000.8
광주,20161006,20.1,15.9,25.9,74,1011.8
광주,20161007,18.4,15.7,22,91,1010.5
광주,20161008,17.8,15.7,20.3,87.1,1004.7
광주,20161009,13.9,10.7,18.4,54.3,1010.3
광주,20161010,14.8,10.1,19.5,65,1011.6
광주,20161011,15.8,12.6,20.6,75.4,1011.6
광주,20161012,16.7,12.5,23.1,67.5,1013.2
광주,20161013,15.8,13.1,19.4,74.5,1014.4
광주,20161014,17.5,10.9,25.4,69.6,1015.8
광주,20161015,18.7,12.5,24.9,71,1015.9
광주,20161016,16.4,14.7,17.8,95.1,1010.6
광주,20161017,18.8,16,23.1,92.1,1009.2
광주,20161018,18.1,13.6,23.9,81,1011
광주,20161019,18.5,14.4,24,85.9,1009.8
광주,20161020,17.4,12.7,21.5,85.4,1009.9
광주,20161021,17.9,16.3,19.6,79,1010.2
광주,20161022,18.4,14.9,22.4,75,1005
광주,20161023,16.8,12.9,21.1,84.1,1005.9
광주,20161024,16,12.4,19.7,79.1,1008.6
광주,20161025,16.6,12.5,20.1,86,1004.4
광주,20161026,15.2,10.5,19.7,78.4,1010.6
광주,20161027,15.7,11.3,19.2,75,1012.7
광주,20161028,14.6,12.9,17.1,88.3,1007.7
광주,20161029,11.3,7.7,14.6,61.3,1016.9
광주,20161030,10.1,5.9,16.9,44.1,1020.1
광주,20161031,9.8,7.4,13.1,70,1018
광주,20161101,6.6,3,10.1,53.8,1021.1
광주,20161102,7.5,2.3,12.7,57,1018.9
광주,20161103,9.8,4.4,16.4,74.8,1014.6
광주,20161104,11.4,5,18,81,1009.6
광주,20161105,14.5,9.7,21.2,82.9,1006.8
광주,20161106,14.1,8.7,21.9,78.8,1014.1
광주,20161107,15,9.8,20.6,72.1,1014.7
광주,20161108,9.2,5.2,14.7,66,1015.8
광주,20161109,5.8,0.5,11.5,43.8,1019.4
광주,20161110,8.5,5.6,12.8,78,1012
광주,20161111,10.4,6.8,16.4,75,1011.9
광주,20161112,12.3,4.9,21.2,73.1,1014.3
광주,20161113,14.7,10,20,85,1012.9
광주,20161114,15.8,14.4,17.3,98,1007.4
광주,20161115,10.7,5.2,15.4,53,1012
광주,20161116,9.2,2.5,16.8,49.9,1014.2
광주,20161117,13.6,8.1,20,47.1,1014.6
광주,20161118,11.9,7.8,15.6,85.9,1009.1
광주,20161119,14.7,12.5,16.4,99,1006.2
광주,20161120,14.1,10.9,18.6,77.8,1011.4
광주,20161121,13.8,9.8,17.3,80.3,1008.9
광주,20161122,7.5,3.7,13.2,60.8,1013.6
광주,20161123,3.6,0.5,7.6,43,1017.3
광주,20161124,2.7,-0.5,6.8,54,1018.3
광주,20161125,4.8,0.9,10.2,53.1,1018.7
광주,20161126,3.4,1,6.2,79,1015
광주,20161127,5.9,1.5,10.8,82.5,1013.1
광주,20161128,6,2.4,9.5,59,1019.1
광주,20161129,5.3,0.9,11.6,42.8,1023.5
광주,20161130,5.8,2.6,8.6,79,1018.3
광주,20161201,7.1,2.9,12.1,71,1018.7
광주,20161202,4.5,-0.4,10.6,58,1022.1
광주,20161203,5.1,-1.1,12.2,66.3,1017.5
광주,20161204,6.5,3.1,10.5,77,1010.6
광주,20161205,9.3,5.8,15,75.8,1010.8
광주,20161206,3.9,0.2,7.8,47.3,1017.3
광주,20161207,2.4,-1.7,7.1,75.5,1014.1
광주,20161208,5.5,-0.9,11.1,76,1010.6
광주,20161209,6.1,0.6,10.2,63.4,1011.8
광주,20161210,2.6,-1.4,8.9,43.9,1017.3
광주,20161211,3.2,-2.2,9.9,37.4,1018.5
광주,20161212,6.9,1.7,12.2,61.1,1014.3
광주,20161213,7.2,4.3,10.2,77.4,1009.6
광주,20161214,2.6,-0.5,4.5,61,1011.9
광주,20161215,0.6,-0.9,3.6,70,1015.4
광주,20161216,0.5,-3.3,4.1,57,1019.6
광주,20161217,4.5,0,11,67.6,1021.6
광주,20161218,6.4,0,13,77.5,1020.6
광주,20161219,10.2,6.8,13.3,98.5,1015.2
광주,20161220,10.3,7.5,15.1,83.9,1017.3
광주,20161221,12.8,7.1,16.9,90,1011.8
광주,20161222,8.6,5.5,17.3,88,1005.2
광주,20161223,2.8,1.7,5.5,83,1013.3
광주,20161224,2.3,0.2,5.6,65,1020.4
광주,20161225,4.9,-1.5,10.8,68.9,1020.2
광주,20161226,6.1,4,7.9,96.8,1011
광주,20161227,2.3,-1.8,4.7,62.3,1014.8
광주,20161228,-0.1,-4.6,6.4,49.5,1020.7
광주,20161229,-0.4,-2.3,2.9,61,1021.8
광주,20161230,0.3,-3.7,5.8,56.5,1023.7
광주,20161231,1.9,-2.8,5.9,77.5,1021.8
광주,20170101,4.5,-0.6,11.2,80.6,1019.6
광주,20170102,7.2,2.7,13.3,82,1014.7
광주,20170103,5.7,1.4,11.5,68.3,1015.8
광주,20170104,5,-0.5,11.6,77,1015.3
광주,20170105,6.8,2.7,10.5,71.3,1016.4
광주,20170106,8.2,5.4,13.3,66,1016.9
광주,20170107,6.6,1.9,9.9,71.4,1011.6
광주,20170108,8.7,5.5,14.8,73.8,1005.3
광주,20170109,5.1,1.6,8.7,65.6,1009.6
광주,20170110,2.8,0.6,6.6,57,1015
광주,20170111,0.1,-3.5,4,53.4,1017.1
광주,20170112,2.3,-1.2,7.5,76,1010.5
광주,20170113,-0.1,-2.2,4.8,71.3,1009.1
광주,20170114,-3,-4.9,-0.8,59.9,1016.3
광주,20170115,-3,-7.9,2.3,51,1019.2
광주,20170116,-0.6,-4.9,5.3,49,1020
광주,20170117,0.3,-4.2,5.4,48.9,1022.2
광주,20170118,2.3,-1.9,8.4,55.8,1021
광주,20170119,2.2,-1.3,8.4,66,1014.7
광주,20170120,-0.3,-1.6,1.3,77,1014.4
광주,20170121,-0.5,-3.5,2.6,78.8,1018.8
광주,20170122,-1.7,-4.7,1.1,80.6,1018.6
광주,20170123,-3.6,-7.3,0,70,1022.5
광주,20170124,-2,-5.9,2.7,65.8,1025.4
광주,20170125,-1.3,-5.5,3.5,64.4,1025.2
광주,20170126,0.8,-6,7.8,57.6,1019.8
광주,20170127,2,-2.4,5.7,57,1018.7
광주,20170128,3.4,-4.4,11,44,1016.8
광주,20170129,5.3,3.7,7.1,88.1,1008.8
광주,20170130,-0.2,-4.3,3.7,62.5,1016.7
광주,20170131,-1.4,-6.1,5.5,52,1019.1
광주,20170201,-0.1,-3.2,5.2,45,1020.1
광주,20170202,0.2,-5.3,7.2,44,1021.6
광주,20170203,3,-3.9,9.7,58,1017.9
광주,20170204,6.7,2.5,11.6,59.1,1011.3
광주,20170205,5.2,3.9,6.3,86.3,1006
광주,20170206,1.7,-0.9,4.8,55,1013.9
광주,20170207,1.7,-1.9,8,51,1015.6
광주,20170208,1.9,0.4,5.3,58.9,1010.7
광주,20170209,-1.4,-3.5,1.9,72,1008.1
광주,20170210,-3.5,-4.7,-1,83,1010.7
광주,20170211,-1.7,-5.2,1.9,76,1016.8
광주,20170212,1.1,-1.4,6.2,63,1020.4
광주,20170213,2.7,-3.7,8.6,72.5,1022.2
광주,20170214,3.5,0,8.4,55,1024
광주,20170215,4.4,-2.8,13.2,53,1021.2
광주,20170216,8.2,-0.7,15.7,80.1,1012.6
광주,20170217,5.5,-0.7,11.9,62.8,1013.2
광주,20170218,0.7,-2.4,5.4,45,1017.5
광주,20170219,5.6,-3.4,12.7,54.9,1008.7
광주,20170220,3.4,-2.4,12.8,68.6,1008.9
광주,20170221,3,-4.8,10.8,46,1019.8
광주,20170222,6,3,7.9,89.6,1005.8
광주,20170223,1.7,-1,4.9,59.6,1011.2
광주,20170224,1.7,-2.7,6.9,48.4,1016.3
광주,20170225,4.5,-0.6,10.9,49,1014.4
광주,20170226,4.3,-0.6,11,54.4,1015.9
광주,20170227,5.1,-0.7,12.8,51.8,1017.9
