지점,날짜,O3
경기,20161222,0.016
경기,20161223,0.014
경기,20161224,0.008
경기,20161225,0.005
경기,20161226,0.002
경기,20161227,0.013
경기,20161228,0.005
경기,20161229,0.01
경기,20161230,0.005
경기,20161231,0.003
경기,20170101,0.007
경기,20170102,0.018
경기,20170103,0.018
경기,20170104,0.008
경기,20170105,0.009
경기,20170106,0.017
경기,20170107,0.004
경기,20170108,0.016
경기,20170109,0.024
경기,20170110,0.021
경기,20170111,0.016
경기,20170112,0.015
경기,20170113,0.019
경기,20170114,0.024
경기,20170115,0.015
경기,20170116,0.005
경기,20170117,0.006
경기,20170118,0.005
경기,20170119,0.006
경기,20170120,0.017
경기,20170121,0.011
경기,20170122,0.028
경기,20170123,0.018
경기,20170124,0.013
경기,20170125,0.007
경기,20170126,0.014
경기,20170127,0.027
경기,20170128,0.009
경기,20170129,0.005
경기,20170130,0.026
경기,20170131,0.007
경기,20170201,0.017
경기,20170202,0.021
경기,20170203,0.02
경기,20170204,0.004
경기,20170205,0.015
경기,20170206,0.027
경기,20170207,0.006
경기,20170208,0.01
경기,20170209,0.027
경기,20170210,0.028
경기,20170211,0.027
경기,20170212,0.021
경기,20170213,0.008
경기,20170214,0.016
경기,20170215,0.007
경기,20170216,0.019
경기,20170217,0.027
경기,20170218,0.026
경기,20170219,0.024
경기,20170220,0.029
경기,20170221,0.015
경기,20170222,0.008
경기,20170223,0.034
경기,20170224,0.025
경기,20170225,0.023
경기,20170226,0.021
경기,20170227,0.01
경기,20170228,0.02
경기,20170301,0.022
경기,20170302,0.027
경기,20170303,0.019
경기,20170304,0.017
경기,20170305,0.023
경기,20170306,0.032
경기,20170307,0.035
경기,20170308,0.03
경기,20170309,0.029
경기,20170310,0.023
경기,20170311,0.019
경기,20170312,0.03
경기,20170313,0.026
경기,20170314,0.024
경기,20170315,0.016
경기,20170316,0.024
경기,20170317,0.025
경기,20170318,0.033
경기,20170319,0.026
경기,20170320,0.017
경기,20170321,0.033
경기,20170322,0.026
경기,20170323,0.026
경기,20170324,0.019
경기,20170325,0.028
경기,20170326,0.039
경기,20170327,0.045
경기,20170328,0.033
경기,20170329,0.026
경기,20170330,0.015
경기,20170331,0.016
경기,20170401,0.032
경기,20170402,0.04
경기,20170403,0.043
경기,20170404,0.039
경기,20170405,0.022
경기,20170406,0.034
경기,20170407,0.019
경기,20170408,0.025
경기,20170409,0.029
경기,20170410,0.04
경기,20170411,0.043
경기,20170412,0.039
경기,20170413,0.045
경기,20170414,0.044
경기,20170415,0.046
경기,20170416,0.035
경기,20170417,0.014
경기,20170418,0.028
경기,20170419,0.028
경기,20170420,0.029
경기,20170421,0.033
경기,20170422,0.032
경기,20170423,0.046
경기,20170424,0.039
경기,20170425,0.043
경기,20170426,0.039
경기,20170427,0.041
경기,20170428,0.047
경기,20170429,0.045
경기,20170430,0.079
경기,20170501,0.063
경기,20170502,0.04
경기,20170503,0.047
경기,20170504,0.034
경기,20170505,0.043
경기,20170506,0.041
경기,20170507,0.047
경기,20170508,0.048
경기,20170509,0.028
경기,20170510,0.039
경기,20170511,0.036
경기,20170512,0.04
경기,20170513,0.045
경기,20170514,0.045
경기,20170515,0.041
경기,20170516,0.042
경기,20170517,0.032
경기,20170518,0.05
경기,20170519,0.053
경기,20170520,0.042
경기,20170521,0.043
경기,20170522,0.031
경기,20170523,0.023
경기,20170524,0.031
경기,20170525,0.043
경기,20170526,0.04
경기,20170527,0.047
경기,20170528,0.055
경기,20170529,0.067
경기,20170530,0.05
경기,20170531,0.031
경기,20170601,0.038
경기,20170602,0.036
경기,20170603,0.04
경기,20170604,0.044
경기,20170605,0.042
경기,20170606,0.04
경기,20170607,0.03
경기,20170608,0.065
경기,20170609,0.062
경기,20170610,0.047
경기,20170611,0.035
경기,20170612,0.045
경기,20170613,0.037
경기,20170614,0.046
경기,20170615,0.05
경기,20170616,0.065
경기,20170617,0.068
경기,20170618,0.053
경기,20170619,0.026
경기,20170620,
경기,20170621,
경기,20170622,
경기,20170623,
경기,20170624,
경기,20170625,
경기,20170626,
경기,20170627,0.039
경기,20170628,0.046
경기,20170629,0.04
경기,20170630,0.032
경기,20170701,0.027
경기,20170702,0.014
경기,20170703,0.022
경기,20170704,0.029
경기,20170705,0.04
경기,20170706,0.043
경기,20170707,0.015
경기,20170708,0.018
경기,20170709,0.027
경기,20170710,0.016
경기,20170711,0.033
경기,20170712,0.036
경기,20170713,0.041
경기,20170714,0.036
경기,20170715,0.02
경기,20170716,0.015
경기,20170717,0.017
경기,20170718,0.029
경기,20170719,0.038
경기,20170720,0.043
경기,20170721,0.049
경기,20170722,0.043
경기,20170723,0.031
경기,20170724,0.016
경기,20170725,0.023
경기,20170726,0.031
경기,20170727,0.032
경기,20170728,0.009
경기,20170729,0.023
경기,20170730,0.037
경기,20170731,0.011
경기,20170801,0.02
경기,20170802,0.031
경기,20170803,0.031
경기,20170804,0.037
경기,20170805,0.04
경기,20170806,0.028
경기,20170807,0.041
경기,20170808,0.052
경기,20170809,0.028
경기,20170810,0.014
경기,20170811,0.019
경기,20170812,0.023
경기,20170813,0.019
경기,20170814,0.008
경기,20170815,0.006
경기,20170816,0.009
경기,20170817,0.013
경기,20170818,0.048
경기,20170819,0.02
경기,20170820,0.021
경기,20170821,0.019
경기,20170822,0.031
경기,20170823,0.009
경기,20170824,0.019
경기,20170825,0.03
경기,20170826,0.02
경기,20170827,0.012
경기,20170828,0.015
경기,20170829,0.013
경기,20170830,0.011
경기,20170831,0.022
경기,20170901,0.016
경기,20170902,0.021
경기,20170903,0.025
경기,20170904,0.017
경기,20170905,0.008
경기,20170906,0.005
경기,20170907,0.023
경기,20170908,0.03
경기,20170909,0.026
경기,20170910,0.016
경기,20170911,0.016
경기,20170912,0.015
경기,20170913,0.014
경기,20170914,0.016
경기,20170915,0.021
경기,20170916,0.017
경기,20170917,0.018
경기,20170918,0.02
경기,20170919,0.036
경기,20170920,0.019
경기,20170921,0.021
경기,20170922,0.03
경기,20170923,0.031
경기,20170924,0.031
경기,20170925,0.023
경기,20170926,0.018
경기,20170927,0.015
경기,20170928,0.021
경기,20170929,0.017
경기,20170930,0.023
경기,20171001,0.019
경기,20171002,0.03
경기,20171003,0.022
경기,20171004,0.022
경기,20171005,0.024
경기,20171006,0.023
경기,20171007,0.019
경기,20171008,0.023
경기,20171009,0.028
경기,20171010,0.016
경기,20171011,0.018
경기,20171012,0.009
경기,20171013,0.011
경기,20171014,0.022
경기,20171015,0.022
경기,20171016,0.017
경기,20171017,0.016
경기,20171018,0.019
경기,20171019,0.019
경기,20171020,0.013
경기,20171021,0.014
경기,20171022,0.026
경기,20171023,0.023
경기,20171024,0.01
경기,20171025,0.012
경기,20171026,0.006
경기,20171027,0.011
경기,20171028,0.016
경기,20171029,0.02
경기,20171030,0.015
경기,20171031,0.012
경기,20171101,0.019
경기,20171102,0.023
경기,20171103,0.023
경기,20171104,0.017
경기,20171105,0.01
경기,20171106,0.009
경기,20171107,0.012
경기,20171108,0.025
경기,20171109,0.006
경기,20171110,0.012
경기,20171111,0.014
경기,20171112,0.006
경기,20171113,0.008
경기,20171114,0.018
경기,20171115,0.016
경기,20171116,0.01
경기,20171117,0.002
경기,20171118,0.02
경기,20171119,0.015
경기,20171120,0.009
경기,20171121,0.004
경기,20171122,0.01
경기,20171123,0.012
경기,20171124,0.008
경기,20171125,0.013
경기,20171126,0.01
경기,20171127,0.005
경기,20171128,0.005
경기,20171129,0.011
경기,20171130,0.019
경기,20171201,0.015
경기,20171202,0.007
경기,20171203,0.006
경기,20171204,0.017
경기,20171205,0.015
경기,20171206,0.008
경기,20171207,0.01
경기,20171208,0.013
경기,20171209,0.006
경기,20171210,0.012
경기,20171211,0.016
경기,20171212,0.011
경기,20171213,0.008
경기,20171214,0.003
경기,20171215,0.002
경기,20171216,0.016
경기,20171217,0.015
경기,20171218,0.01
경기,20171219,0.012
경기,20171220,0.005
경기,20171221,0.006
경기,20171222,0.005
경기,20171223,0.009
경기,20171224,0.014
경기,20171225,0.019
경기,20171226,0.014
경기,20171227,0.011
경기,20171228,0.004
경기,20171229,0.006
경기,20171230,0.009
경기,20171231,0.017
경기,20180101,0.009
경기,20180102,0.009
경기,20180103,0.011
경기,20180104,0.006
경기,20180105,0.009
경기,20180106,0.009
경기,20180107,0.004
경기,20180108,0.008
경기,20180109,0.017
경기,20180110,0.014
경기,20180111,0.014
경기,20180112,0.012
경기,20180113,0.004
경기,20180114,0.012
경기,20180115,0.008
경기,20180116,0.002
경기,20180117,0.007
경기,20180118,0.011
경기,20180119,0.012
경기,20180120,0.012
경기,20180121,0.007
경기,20180122,0.01
경기,20180123,0.022
경기,20180124,0.019
경기,20180125,0.017
경기,20180126,0.014
경기,20180127,0.006
경기,20180128,0.017
경기,20180129,0.017
경기,20180130,0.01
경기,20180131,0.008
경기,20180201,0.009
경기,20180202,0.01
경기,20180203,0.021
경기,20180204,0.022
경기,20180205,0.019
경기,20180206,0.02
경기,20180207,0.012
경기,20180208,0.011
경기,20180209,0.012
경기,20180210,0.015
경기,20180211,0.02
경기,20180212,0.016
경기,20180213,0.013
경기,20180214,0.018
경기,20180215,0.019
경기,20180216,0.015
경기,20180217,0.021
경기,20180218,0.009
경기,20180219,0.006
경기,20180220,0.016
경기,20180221,0.019
경기,20180222,0.019
경기,20180223,0.026
경기,20180224,0.02
경기,20180225,0.018
경기,20180226,0.019
경기,20180227,0.01
경기,20180228,0.019
경기,20180301,0.029
경기,20180302,0.019
경기,20180303,0.018
경기,20180304,0.018
경기,20180305,0.027
경기,20180306,0.011
경기,20180307,0.02
경기,20180308,0.017
경기,20180309,0.013
경기,20180310,0.019
경기,20180311,0.026
경기,20180312,0.016
경기,20180313,0.018
경기,20180314,0.027
경기,20180315,0.017
경기,20180316,0.029
경기,20180317,0.018
경기,20180318,0.013
경기,20180319,0.022
경기,20180320,0.029
경기,20180321,0.024
경기,20180322,0.02
경기,20180323,0.024
경기,20180324,0.029
경기,20180325,0.032
경기,20180326,0.027
경기,20180327,0.028
경기,20180328,0.034
경기,20180329,0.028
경기,20180330,0.027
경기,20180331,0.031
경기,20180401,0.03
경기,20180402,0.027
경기,20180403,0.025
경기,20180404,0.025
경기,20180405,0.022
경기,20180406,0.027
경기,20180407,0.034
경기,20180408,0.029
경기,20180409,0.015
경기,20180410,0.028
경기,20180411,0.036
경기,20180412,0.022
경기,20180413,0.024
경기,20180414,0.026
경기,20180415,0.029
경기,20180416,0.019
경기,20180417,0.021
경기,20180418,0.023
경기,20180419,0.028
경기,20180420,0.034
경기,20180421,0.026
경기,20180422,0.026
경기,20180423,0.033
경기,20180424,0.031
경기,20180425,0.02
경기,20180426,0.027
경기,20180427,0.029
경기,20180428,0.015
경기,20180429,
경기,20180430,0.049
경기,20180501,0.06
경기,20180502,0.028
경기,20180503,0.037
경기,20180504,0.042
경기,20180505,0.04
경기,20180506,0.037
경기,20180507,0.028
경기,20180508,0.036
경기,20180509,0.029
경기,20180510,0.033
경기,20180511,0.038
경기,20180512,0.022
경기,20180513,0.034
경기,20180514,0.039
경기,20180515,0.041
경기,20180516,0.02
경기,20180517,0.019
경기,20180518,0.02
경기,20180519,0.051
경기,20180520,0.046
경기,20180521,0.043
경기,20180522,0.041
경기,20180523,0.049
경기,20180524,0.041
경기,20180525,0.049
경기,20180526,0.051
경기,20180527,0.045
경기,20180528,0.04
경기,20180529,0.045
경기,20180530,0.039
경기,20180531,0.039
경기,20180601,0.038
경기,20180602,0.042
경기,20180603,0.039
경기,20180604,0.031
경기,20180605,0.034
경기,20180606,0.031
경기,20180607,0.029
경기,20180608,0.033
경기,20180609,0.036
경기,20180610,0.034
경기,20180611,0.021
경기,20180612,0.021
경기,20180613,0.029
경기,20180614,0.03
경기,20180615,0.032
경기,20180616,0.033
경기,20180617,0.038
경기,20180618,0.033
경기,20180619,0.032
경기,20180620,0.033
경기,20180621,0.042
경기,20180622,0.037
경기,20180623,0.035
경기,20180624,0.052
경기,20180625,0.047
경기,20180626,0.038
경기,20180627,0.044
경기,20180628,0.026
경기,20180629,0.045
경기,20180630,0.024
경남,20160101,0.013
경남,20160102,0.007
경남,20160103,0.009
경남,20160104,0.022
경남,20160105,0.01
경남,20160106,0.024
경남,20160107,0.03
경남,20160108,0.019
경남,20160109,0.015
경남,20160110,0.017
경남,20160111,0.027
경남,20160112,0.025
경남,20160113,0.016
경남,20160114,0.014
경남,20160115,0.013
경남,20160116,0.011
경남,20160117,0.019
경남,20160118,0.03
경남,20160119,0.033
경남,20160120,0.028
경남,20160121,0.024
경남,20160122,0.03
경남,20160123,0.03
경남,20160124,0.03
경남,20160125,0.019
경남,20160126,0.013
경남,20160127,0.011
경남,20160128,0.024
경남,20160129,0.033
경남,20160130,0.027
경남,20160131,0.021
경남,20160201,0.033
경남,20160202,0.027
경남,20160203,0.023
경남,20160204,0.02
경남,20160205,0.029
경남,20160206,0.03
경남,20160207,0.023
경남,20160208,0.028
경남,20160209,0.037
경남,20160210,0.02
경남,20160211,0.016
경남,20160212,0.012
경남,20160213,0.015
경남,20160214,0.034
경남,20160215,0.036
경남,20160216,0.024
경남,20160217,0.025
경남,20160218,0.019
경남,20160219,0.022
경남,20160220,0.033
경남,20160221,0.038
경남,20160222,0.024
경남,20160223,0.032
경남,20160224,0.039
경남,20160225,0.037
경남,20160226,0.021
경남,20160227,0.032
경남,20160228,0.034
경남,20160229,0.04
경남,20160301,0.037
경남,20160302,0.024
경남,20160303,0.027
경남,20160304,0.018
경남,20160305,0.023
경남,20160306,0.03
경남,20160307,0.028
경남,20160308,0.032
경남,20160309,0.034
경남,20160310,0.037
경남,20160311,0.039
경남,20160312,0.037
경남,20160313,0.033
경남,20160314,0.044
경남,20160315,0.036
경남,20160316,0.032
경남,20160317,0.034
경남,20160318,0.03
경남,20160319,0.035
경남,20160320,0.031
경남,20160321,0.037
경남,20160322,0.03
경남,20160323,0.042
경남,20160324,0.042
경남,20160325,0.034
경남,20160326,0.039
경남,20160327,0.043
경남,20160328,0.038
경남,20160329,0.043
경남,20160330,0.057
경남,20160331,0.044
경남,20160401,0.044
경남,20160402,0.043
경남,20160403,0.033
경남,20160404,0.04
경남,20160405,0.029
경남,20160406,0.04
경남,20160407,0.041
경남,20160408,0.03
경남,20160409,0.041
경남,20160410,0.048
경남,20160411,0.037
경남,20160412,0.04
경남,20160413,0.031
경남,20160414,0.045
경남,20160415,0.042
경남,20160416,0.035
경남,20160417,0.051
경남,20160418,0.043
경남,20160419,0.047
경남,20160420,0.039
경남,20160421,0.033
경남,20160422,0.031
경남,20160423,0.031
경남,20160424,0.045
경남,20160425,0.043
경남,20160426,0.038
경남,20160427,0.043
경남,20160428,0.045
경남,20160429,0.038
경남,20160430,0.047
경남,20160501,0.052
경남,20160502,0.028
경남,20160503,0.043
경남,20160504,0.048
경남,20160505,0.042
경남,20160506,0.045
경남,20160507,0.047
경남,20160508,0.042
경남,20160509,0.037
경남,20160510,0.032
경남,20160511,0.042
경남,20160512,0.04
경남,20160513,0.041
경남,20160514,0.05
경남,20160515,0.03
경남,20160516,0.041
경남,20160517,0.039
경남,20160518,0.053
경남,20160519,0.051
경남,20160520,0.052
경남,20160521,0.052
경남,20160522,0.058
